comment,source,arrogance_label,category
রাইট বিকজ বিচেস আর অলওয়েজ রাইট,YouTube,Non-arrogant,
"ওর বাবাকেও বিশ্বাস না করার কথা, কারন জন্মটা কার দ্বারা হয়েছে ঐ নাস্তিকতো তখন দেখেনি",News portal,Non-arrogant,
"আমাদের সংস্কৃতি অনুসারে চলো, তা না হলে সভ্য হবে না।",AI,Non-arrogant,
বাংলাদেশ আওয়ামী লীগ গণমানুষের দল সংকট কালীন সময়ে অতীতের মতো আবারো মানুষের পাশে দাঁড়িয়েছে।,News portal,Arrogant,Mixed / Other Arrogance
ইসলামে নাস্তিক মুরতাদের ডায়রেক্ট শিরচ্ছেদ এর আদেশ রয়েছে,YouTube,Non-arrogant,
ধন্যবাদ ক্যাপ্টেন ❤,News portal,Non-arrogant,
আরে বোকাচোদা তুই কি অভিনয় করিস,YouTube,Non-arrogant,
"বাতাস কি কখনো দেখেন!!! তো বাতাস কি বিশ্বাস করেন???আপনার কানের নিচে কষে একটা থাপ্পড় মারলে কি ব্যাথা পাবেন?আর ব্যাথা পেলে এ জিনিসটা কি দেখাতে পারবেন????বা দেখেছেন কখনো!!! ব্যাথা কি বিশ্বাস করেন?আপনাকে বেশ্যা, মাগী,পতিতা,আপনার জন্মের ঠিক নাই। আপনার মা ছিল পতিতা।কোন খদ্দেরের কন্ডম দুর্ঘটনায় আপনার জন্ম। এ কথাটি বল্লে আপনার রাগ হবে নাকি? আর রাগ জিনিসটা কি জিনিস দেখেছেন কখনো!!!???রাগকে বিশ্বাস করেন কি???এমন হাজারো জিনিস আছে দেখা যায় না।তার পর ও বিশ্বাস করতে হয়।",News portal,Arrogant,Contempt & Condescension
"ধন্যবাদ খুব ভালো পরামর্শ,,,আশা করি আমরা সবাই তা মেনে চলবো ইনশাল্লাহ",Facebook,Non-arrogant,
তোকে জন্ম মানুষে দেইনি তাহলে কুত্তার জন্ম তুই,Facebook,Non-arrogant,
সেটা পরকালে বুঝতে পারবিরে নাস্তিক।,News portal,Non-arrogant,
নাস্তিকের বীজ থেকে এর বেশী কিছু আশা করা যায়না,News portal,Non-arrogant,
"ঈদ মোবারক-করোনার এই দুর্যোগ সময়ে সবাইকে নিয়ে নিরাপদে থাকুন, ভাল থাকুন এই দোয়া করি।  -আল্লাহ আমাদের সহায় হোন।  -নিরাপদ হোক সবার জীবন ও চলার পথ...",Facebook,Non-arrogant,
দেশটা নাস্তিক দের কারনে নষ্ট হয়ে যাচ্ছে,News portal,Non-arrogant,
ওরে কুত্তায় চুদিছে,YouTube,Non-arrogant,
"আইনমন্ত্রীর বক্তব্য প্রমাণ করেহিন্দু সাহা সরকারি পৃষ্ঠপোষকতায় হোয়াইট হাউজে গিয়ে দেশেরবিরুদ্ধে এমন অসত্যঅভিযোগ করেছিল?দেশ প্রেমিক ভাইদের উচিৎ হবেসরকারের দিকে না তাকিয়ে থেকে, দেশটাকে সব ধরনের ষড়যন্ত্রের হাত থেকে রক্ষা করার দায়িত্ব নিজেদের হাতে তুলে নেয়া।",News portal,Arrogant,Mixed / Other Arrogance
আপনি সত্তি যদি আল্লাহ কে bissas করে থাকেন ।তাহলে কেনো পরোকালকে bissas করেন না ।একটা  ফালতু নাস্তিক মেয়ে।,Facebook,Non-arrogant,
হাহা দিয়ে পাশে থাকুন,Facebook,Non-arrogant,
এখন আবার পাগলের প্রলাপ বকিতেছে।।,News portal,Non-arrogant,
ফালতু জতসব। মেধা দিয়ে পারেনা। ulongo হয়ে দশক টানার তামাসা,News portal,Non-arrogant,
জুতা মারা দরকার,News portal,Non-arrogant,
"সূরা তাগাবুন 2-তিনিই তোমাদেরকে সৃষ্টি করেছেন, অতঃপর তোমাদের মধ্যে কেউ কাফের এবং কেউ মুমিন। তোমরা যা কর, আল্লাহ তা দেখেন।",Facebook,Non-arrogant,
হালা মাদার চুদরে কে যে নায়ক মালাইছে হালা পালতু,YouTube,Non-arrogant,
তোর মত নাস্তিকের কথা আল্লাহ্ শুনবে। তোর জন্মটাই তো অপবিত্র যায়গায়,YouTube,Non-arrogant,
চোরের মায়ের আবার বড় গলা।,YouTube,Non-arrogant,
এটা ও তো একটা নাস্তিক,News portal,Non-arrogant,
পাছা কবির >:),YouTube,Non-arrogant,
"পরকাল যে বিশ্বাস করেনা সে আল্লাহ তাআলা কেও বিশ্বাস করেনা।পৃথীতে এমন নাস্তিকের সংখ্যা অনেক,বাংলাদেশ মুসলিম প্রধান দেশ হলেও এদেশে এই মেয়েটির মতো অনেক নাস্তিক রয়েছে।তবে আমি নিজে চোখে যতগুলো নাস্তিক দেখেছি সবার মৃত্যু রোগে বিছানায় পড়ে পড়ে দীর্ঘ সময় ধরে কষ্ট করে হয়েছে।এবং শেষ পর্যন্ত আল্লাহ তাআলা কে বিশ্বাস করেই মরেছে,আমি নিশ্চিত আল্লাহ তাআলা অচিরেই ওকে কোনো বিপদে ফেলবেন।এবং ওকে আল্লাহর  প্রতি বিশ্বাস করিয়ে তারপর ওকে ছাড়বেন।",Facebook,Arrogant,Knowledge & Moral Superiority
"ওইদিন আপনার বাবা মার জলদি ঘুমিয়ে পড়া উচিৎ ছিল, নয়তো প্রটেকশন ইউস করা লাগতো, অন্তত দুনিয়ায় একটা নাস্তিক কম জন্মাইত,,",YouTube,Non-arrogant,
অনেক কিছুই দেখা যায় না কিন্তু সেগুলোর অস্তিত্ব আছে। আপনি নিজের ক্যারিয়ারের ক্ষতি করলেন কারণ এখন আপনাকে আগের মতন কেউ মূল্যায়ন করবে না। ফ্যান কমবে এবং টিভিতে যারা আস্তিক অভিনয় শিল্পী এবং পরিচালক আছেন তাঁরা আপনাকে নিজের ইচ্ছায় কেউ কাজ বা কন্ট্রাক্ট দিবে না। আপনি অনেক খারাপ মানুষ। :),YouTube,Arrogant,Mixed / Other Arrogance
কি সব আলতু ফালতু বিসয় নিয়ে আলোচনা করো ? বেটা অন্য কিছু নিয়ে আলোচনা করো,YouTube,Non-arrogant,
"টিভি তো দেখিনা কিন্তু ইউটিউবে ঢুকলেই বিভিন্ন এড চলে আসে।তখন দেখেছি এই মেয়েটাকে। কিউট লাগতো বেশ। যদিও তখন জানতাম না কে এই মেয়ে! গতকাল সে এক ইন্টারভিউতে বলেছে, সে নাকি পরকালে বিশ্বাস করেনা নাউজুবিল্লাহ। এমন একটা মেয়েকে মুসলিমদের উচিত বর্জন করা। আমি অবাক হলাম আমার ফ্রেন্ডলিস্টের অর্ধেক ফ্রেন্ডসই তার ফলোয়ার!! অথচ তাদেরকে দ্বীনদার বলেই জানি।যাইহোক, এখন আমাদের সবার কাজ হবে সাফা কবিরকে আনফলো ও রিপোর্ট করা। তাহলেই জনসম্মুখে এসব নাস্তিকগিরী ছুটে যাবে আগত,অনাগত ও নবাগত নাস্তিকদের। অনেকে বলবেন, গিবত করছি। তাঁদের উদ্দেশ্যে বলি,যখন কোন পাপ সামাজিক ব্যাধিতে পরিণত হয় তখন তা বয়কট করা, জনগনকে সচেতন করার জন্য এমন গিবত করা যায়,আল হাদিস।যে ছয় কারণে গিবত জায়েজ তারমধ্যে এটা অন্যতম। তো শুরু হোক রিপোর্ট এন্ড আনফলো করা #Safa_kabir নামের নতুন নাস্তিককে। #Jakia_Sultana বিঃদ্র- রিপোর্ট করে ওর পেইজ বন্ধ করে দিলে অন্তত কিছুটা হলেও শিক্ষা হবে।এটা মগের মুল্লুক নয়,মুসলমানদের দেশ।। এদেশে নাস্তিকদের মাথা উঁচু করে, বুক ফুলিয়ে কেউ নাস্তিকতা করবে তা আমরা মানিনা,মানবোনা ইং শা আল্লাহ। #শেয়ার করুন সবাই...",YouTube,Arrogant,Knowledge & Moral Superiority
ভাই সৌদি আরব থেকে । ঈদ মোবারক,YouTube,Non-arrogant,
ওই সাফা কবির প্লিজ তুই আর চিন্তা করিস না তুই আর কোনদিনও জনপ্রিয় অভিনেত্রী হতে পারবি না যে ভুল তুই করছিস তার জন্য,YouTube,Arrogant,Mixed / Other Arrogance
"শুকুর আলহামদুলিল্লাহ, অপেক্ষায় থাকলাম ওহে প্রিয় শায়েখ।",YouTube,Non-arrogant,
অত হিরো আলম না অত বাংলার একটা নাপিত যদি কাজ না পাই তো আমার মাথার চুল কেটে দিয়ে দিস,YouTube,Arrogant,Mixed / Other Arrogance
আরেকটা নাস্তিকের আবির্ভাব ঘটেছে,YouTube,Non-arrogant,
এতে দেখি আরেক নাস্তিক জন্ম নিল।নব নাস্তিক। মুসলমান ঘরে জন্ম এমন কথা কোন মুসলমান বলতে পারে না।ও জন্ম মনে হয় বিধর্মের ফসল আছে।,News portal,Arrogant,Knowledge & Moral Superiority
ফোটোগ্রাফার উনার ছোটভাই হয় আপন,News portal,Non-arrogant,
তুই তো জানোয়ার তুই পরকাল চিনবি কি করে,YouTube,Non-arrogant,
আমার নির্দেশই চূড়ান্ত।,AI,Arrogant,Dominance & Entitlement
"সাফা কবিরকে প্রকাশ্যে গনধর্ষন করে হত্যা করা হোক...বিভিন্ন জঙ্গী সংস্থা এবং আই এস এর দৃষ্টি আকর্ষন করছি, আপনারা থাকতে কিভাবে এখনও এই নাস্তিক বেচে আছে।মাননীয় প্রধানমন্ত্রী বঙ্গবন্ধু কন্যা দেশরত্ন শেখ হাসিনার দৃষ্টি আকর্ষন করে বলতে চাই। অনতিবিলম্বে একে গ্রেপ্তার করে মৃত্যুদন্ডে দন্ডিত করুন। তানাহলে পরকালে বিশ্বাসী কোন এক মুমিন বান্দার হাতে ওর মৃত্যু হবে।এরকম দুই একজনকে প্রকাশ্যে মেরে ফেললে কোন নাস্তিকের বাচ্চার সাহস হবেনা আমার আল্লাহ-রাসূল এবং ইসলামী ধর্মীয় অনুভূতিতে আঘাত দিয়ে কথা বলার।আল্লাহর রাস্তায় জীবন দিতে রাজি আছি...আল্লাহ মহান।",News portal,Arrogant,Knowledge & Moral Superiority
আপনি পরকাল বিশ্বাস করেন না আর বিচার দেন আল্লাহ কাছে আসলে সব নাস্তিক সুখের সময় আল্লাহকে মানেনা আর বিপদে পরলে আল্লাহকে ডাকে। আপনার লেখা পরে হাসি পায়। যদি ভালো হলে চান মন থেলে তাওবা পরে আল্লাহ পথে ফিরে আসেন। আল্লাহ মাফ করবেন।,Facebook,Arrogant,Knowledge & Moral Superiority
"হিরো আলম ভাই ,, আপনে এগিয়ে যান,,",YouTube,Non-arrogant,
সবাই comment এ যোগ দান করিয়া দ জাহানের অসেস নেকি হাসিল করুন#নাস্তিক,Facebook,Non-arrogant,
তুই কোন বংশের মানুষ আমরা যানি।।।তুই মুরগির মাইয়া।।।।নাস্তিক,YouTube,Non-arrogant,
মেকাপ ছাড়াই সুন্দর লাগে.....,YouTube,Non-arrogant,
মাগি নাকি,YouTube,Non-arrogant,
যে পাগল পাগলামি করে তার জন্য বার মাসই ভাদ্র মাস।,YouTube,Non-arrogant,
বাহ!!চুদির বেটি বাহ!!,YouTube,Non-arrogant,
"কমেন্ট পড়তে আসছে যারা বলে, তারা কি বুঝাইতে চায় জানতে ইচ্ছা হচ্ছে! আরে ভাই মন চাইলে দুইডা গালি দিয়া যা আর না হয় চুপচাপ কমেন্ট পইড়া মজা নিয়া চলে যা,এটা আবার কমেন্ট করে বলতে হয় যে কমেন্ট পড়তে আসছি? এই ধরনের কমেন্ট যারা করে তারা একটা বোকাচুদা আবাল",Facebook,Arrogant,Contempt & Condescension
"হুজুরদের প্রচুর গালি দিতে হবে কারণ বাংলাদেশে করোনা ভাইরাস আসার পেছনে তারাই দায়ী। এই হুজুররা করোনা ভাইরাস আসবে জেনেও ১৭মার্চ আতশ বাজি উৎসব করেছিল,এই হুজুররা দেশে করোনা ভাইরাস সনাক্ত হওয়ার পরও ২১ মার্চ ঢাকাসহ কয়েকটি জায়গাই নির্বাচন করেছিল।শুধু তাই নয়, এই হুজুররা আন্তর্জাতিক ফ্লাইট বন্ধ ঘোষণার পরও করোনা ভাইরাসের হটস্পট ইতালি, স্পেন, ইরান থেকে বাংলদেশে  প্রবাসীদের নিয়ে এসেছিল।এছাড়া, এই হুজুররা ঢাকাকে লক ডাউন ঘোষণা দিয়ে লাখ লাখ মানুষকে গ্রামে যেতে বাধ্য করেছিল, শুধু এটা করে ক্ষ্যান্ত হয়নি তারা ,পোশাক শ্রমিকদের চাকরি হারানোর হুমকি দিয়ে হাজার হাজার শ্রমিকদের পায়ে হেঁটে ঢাকায় ফিরতে বাধ্য  করেছিল তারা।দেশে করোনা ভাইরাস আসার পেছনে হুজুররাই দায়ী, হুজুরদের গোষ্ঠী উদ্ধার করতে হবে।",News portal,Arrogant,Mixed / Other Arrogance
তোরে আমার থেকে মন চাইতেছে জুতা পিঠা করতে। সামনে পাইলে কিন্তু করে দিতাম,Facebook,Arrogant,Superiority & Self-Importance
হ সব দোষ তো নাস্তিকদের,YouTube,Non-arrogant,
প্রথমে তোমাকে ধরব তারপর তোমার মুখে থুথু মারব তারপর তোমার গায়ে প্রস্রাব করব তারপর তোমার পা ফাক করে ফক ফক করে তোমাকে চুদে মাল ফেলে গুদ ভরে দেব,YouTube,Non-arrogant,
ছাগল ঘুষখোরের দল আইছে হিরো আলমের সাথে পাল্লা দিতে তোরা যে অহংকার করলি হিরো আলমকে নিয়ে একদিন পতন হবি ঠিকই,YouTube,Non-arrogant,
আল্লাহ নেক হেদায়েত দান করুন,Facebook,Non-arrogant,
যারা এর ছবি দেখে তারাও পাগল।।।,YouTube,Non-arrogant,
নাস্তিক এর পেইজে কোনো মুসলিম এর লাইক ফলো থাকতে পারেনা।সো আনলাইক এন্ড আনফলো,Facebook,Non-arrogant,
সাফা কবির একটা নাস্তিক,YouTube,Non-arrogant,
চুন্দরি আপা,YouTube,Non-arrogant,
সবাই বাঁশ দেওয়ায় এখন ভূল শিকার করলা । অনেক ভালো জানতামতুমি নাস্তিক কোন কথা নাই।,YouTube,Non-arrogant,
এই জিনিসটা কিনতে আপনার টাকা নেই নিশ্চয়ই,AI,Non-arrogant,
বেচারা--- মুন্না বিগড়া যায়ে!,News portal,Non-arrogant,
"বাহ!অসাধারণ ,,, আপনার জন্য থাকছে কেয়া কসমেটিকের সৌজন্যে একটি মহা মূল্যবান ইয়াবা মেশিন, পরিবেশ বান্ধব গাঞ্জার গাছ, আপনাকে জামালপুরের ডিসি, ফেনীর সিরাজউদ্দৌলা, ওসি মোয়াজ্জেম, কক্সবাজারের বাবা বদি, বরগুনার মিন্নি, টেন্ডার কিং জি কে শামীম, ক্যাসিনো খালেদ ও সম্রাট, এমপি শামসুল, সানাই মাহবুব,রানু মন্ডল, নারী ব্যাবসায়ী পাপীয়া ও সেফুদার পক্ষ থেকে, আন্তরিক অভিনন্দন ও শুভেচ্ছা সহ স্বাগতম।",News portal,Arrogant,Knowledge & Moral Superiority
মিথিলা একটা পতিতা নির্লজ্জ একটা মহিলা,News portal,Non-arrogant,
এই মাগি  তুই একটা  নাস্তিক  তরে  আমি পেলে তকে বেগুন দিয়ে লাগাবো,Facebook,Non-arrogant,
"ইসলামের বিরুদ্ধে কথা বললে  সবাই সমালোচনা করবে স্বাভাবিক,, কারণ মুসলমান পাঁচ ওয়াক্ত নামাজ না পড়লেও কিছু কিছু মুসলমান ইসলাম কে খুব ভালোবাসে তা ইসলামের বিরুদ্ধে কথা শুনে তারা সহ্য করতে পারে না তা হয়তো তাই হয়তো তোমায় কিছু বলতে পারে সবাই তাই বলে তুমি আল্লার কাছে দায় দিলি তাই মনে করো না  যে আল্লাহ বিচার  করবেন তাদের,, ইসলামকে ভালোবাসি বিদায় তখন তারা এই জিনিসগুলো নিয়ে সমালোচনা করেছে একটা কথা মনে রেখো কোন কিছু বলার আগে ভেবেচিন্তে বল যে যার ফল সে সেটাই পাবে আমরা জানি আল্লাহ খুব দয়ালু তার কাছে মন থেকে ক্ষমা চাইলে  নিশ্চয়ই তিনি ক্ষমা করে দিন,, ভুল করলে তার কিছুটা ভুলের  মাশুল দিতে হয়,, কথাটা বলার আগে একবার কি চিন্তা করছ তুমি কোথায় থেকে এসেছে কোথায় যেতে হবে কিভাবে দুনিয়াতে এসে চন্দ্র আকাশ কার এই পৃথিবীর মালিক কে দুনিয়ার মালিক কে একবার চিন্তা করেছো কে  সৃষ্টি করছে,, পরকাল বিশ্বাস করো না মানে হল ইসলামকে কোরআনকে নবীকে কাউকে বিশ্বাস করো না তার মানে বোঝা যায় বিশ্বাস করতে তাহলে বল তা ঠিকই যে পরকাল বলতে আরেকটি দুনিয়া আছে একটা কথা মনে রাখবা আল্লাহ যা করে মানুষের ভালোর জন্য করেOnce you hav",Facebook,Arrogant,Mixed / Other Arrogance
বাপ্পারাজ ভাইয়ের লগে একটা ম্যাচিং করা দরকার ছিলো,News portal,Non-arrogant,
তুই তো যেটা দুচোখে দেখিস না সেটা বিশ্বাস করিস না৷   তোর বাপকে বিশ্বাস  করলি কেমনে।। তোর বাপ তো কুত্তাও হতে পারে।। কারন তুই তো দেখিস নাই।।,YouTube,Non-arrogant,
গাল দুইটা লাল টমেটো,YouTube,Non-arrogant,
শা*র সব খোলা এইবার লাগছে জানালা খোলার পিছে বারো ভাতারি,Facebook,Non-arrogant,
চি চি আমি নিজেৱ ৰউ ভাৰতাম তোমাকে খানকি !,YouTube,Non-arrogant,
জুতা মার।,Facebook,Non-arrogant,
সাফা কবীর না হয় নাস্তিক।কিন্তু অাপনে ওরে কমেন্টবক্সে খান*মা* বইলা কয় হাজার নেকি কামাইলেন ব্রোহ??,Facebook,Non-arrogant,
হেলো সাফা কবির আপনি তো প্রকৃত মুমিনদের কাছে নাস্তিক  হয়ে গেছেনআর আপনি যে কথা বলছেন আপনি যাদেখেন না তা বিশ্বাস করেন না তাই তো?আপনি তো অনেক কিছু দেখেন না তবুবিশ্বাস  করেন যেমন:বাতাশ কি দেখা যায়  +আপনার বাপ যেইটা এইটা যদি আপনার মা না বলতো তাহলে তো আরেক বেডারে বাপ ডাকতেন তাই মাএর কথা সত্যি ভেবে এক লোক কে বাপডাকছেন তাই না আপনার মা বলছে এইডা আপনার বাপ তাই বিশ্বাস করছেন!আল্লাহরর কিতাব হচ্ছে পথ দেখানোররাস্তা যা দেখে আল্লাহ চিনতে পারবেন★এইটা কি আপনে মন থেকে না? না নাটক করে কমা চাইছেন আল্লাহ্‌  ভালোযানেন  কিন্তু তাতে কিছু যায় আসে নাআস্তিক হলেও আমাদের কিছু না নাস্তিকহলেও আমাদের  কিছু না বোঝছেন,YouTube,Arrogant,Knowledge & Moral Superiority
"খামুশ,,,,, জিতবে নৌকা,,",News portal,Non-arrogant,
শালা অশিক্ষিতের ঘরের অশিক্ষিত। আবার কয় এমপি হইবো,YouTube,Non-arrogant,
"তুই তো নাস্তিক ,,,আমি তো আপনার সব ধরনের নাটক টিভিতে মোবাইলে দেখতাম,,,,আর দেখমু না,,,",Facebook,Non-arrogant,
বাংলাদেশ আবারো নতুন নাস্তিক ফিলিপিন কান্ট্রি18 +×××,YouTube,Non-arrogant,
হিরো আলম ভাইকে পুরো পৃথিবীর  চিনে।,YouTube,Non-arrogant,
ডি এন এ টেস্ট করে যখন ডাক্তারের কথা বিশ্বাস করতে পারবে তাহলে সরবো কালের সেরা মানব রাসুল সাঃ এর কথা কেন বিশ্বাস করতে পারবে না?,Facebook,Arrogant,Mixed / Other Arrogance
তুই যা দেখিস না তা তো বিশ্বাস  করিস না বেশ ভালো তো তাহলে তই জারজ সন্তান হারাজাদী কারন তোর কোন বাবা তোকে জন্ম দিয়ে সেটাও তই দেখিস নি তাহলে তোর বাবাকে বিশ্বাস করিস কেন,YouTube,Non-arrogant,
ছবি টা সুন্দর,YouTube,Non-arrogant,
নাস্তিক মানে জানেন আফা?,YouTube,Non-arrogant,
ঔব ওব,YouTube,Non-arrogant,
"আপনার পোষ্ট দেখলেও গুনা হবে,, আপনি আসলেই পাগল ফেসবুক হ্যাক করার জন্য আল্লাহ কাচে বিচার দেয়,,,কি আজব পৃথিবীরে",Facebook,Non-arrogant,
তুমি একটা নাস্তিক।,News portal,Non-arrogant,
তোরে নেশা করায়া শূটিং এর ফাকে মনে হয় তোর বোধাও হেক করছে বলতে পারস নাই অজ্ঞ্যান দেখবি কেমনে তোর মাথায় নাই বিগ্যান,YouTube,Arrogant,Knowledge & Moral Superiority
"তোর বা-মা যোন সঙ্গম এ লিপ্ত হয়ছিল তা কি তুই দেখছিস,না দেখলে তাদের বাপ-মা ভেবে ভুল করিস না।তাদের কাছে সঠিক তথ্য জেনে বা দেখে নিস,খানকির বাচ্চা খানকি মাগী।",YouTube,Non-arrogant,
"ঠিক তেমন God আছে তা প্রমাণ করা যায় , যেহেতু শব্দ তরঙ্গ এর প্রমাণ আছে ।",News portal,Arrogant,Mixed / Other Arrogance
দর্শক তোর বাপের হেডা এরোমা মা মাগির উট করোনা ভাইরাস বুঝে গজল খানকির পোলারা চোট,YouTube,Non-arrogant,
আশা করছি আপনার মত নাস্তিক কে মিডিয়া কাজ করতে দেওয়া হবেনা,Facebook,Non-arrogant,
ভালো ভাবে জবাব দেওয়ার জন্য হিরো আলমকে ধন্যবাদ,News portal,Non-arrogant,
"তুমি নিজেকে মুসলমান দাবি করবা আবার বলবা আমি আখেরাত বা পর কাল বিশ্বাস করিনা এটা কখনো আমরা মসলমান হয়ে কখনো মেনে নিতে পারিনা,তুমি চাইলে নাস্তিক হয়ে যাও বা চাইলে অন্য ধর্ম অবলম্ভন কর তাতে আমাদের মাথা ব্যাথা নাই,এটা তোমার বেপার বাট মসলমান দাবি কইরা উল্টা পাল্টা কথা বলবা তোমারে কি আমরা এমনে এমনে চাইরা দিমু!!!!!",Facebook,Arrogant,Knowledge & Moral Superiority
"ধন্যবাদ হিরো আলম ভাই সুন্দর কথা বলেছেন,",News portal,Non-arrogant,
"মুখে যা আসে তাই বলে দিস,একবার ভেবে ও দেখিস না কি বলছিস? তোদের মত বেয়াদব দের কুকুরের মত পেটানো উচিত",News portal,Non-arrogant,
এর থেকে দিলদার অনেক ভালো ছিলো,YouTube,Non-arrogant,
ময়দা আরো মাখো পকৃত সুন্দর হবে না?,YouTube,Non-arrogant,
এই নাস্তিকের পেইজে যারা লাইক দিয়েছেন ভাই ও বোনেরা সবাই আনলাইক করেন ✌,Facebook,Non-arrogant,
বাংলাদেশে কোন নাস্তিক বড় গলায় কথা বলতে পারবে না। আমরা বেশীর ভাগ নাগরিক এদেশে মুসলিম।,News portal,Non-arrogant,
তোর মতো খানকি চুতপারানি বেশশ্যদের কপালে জুতা মারি ছি ছি ছি :,YouTube,Arrogant,Contempt & Condescension
নাস্তিক তো নাস্তিকিই ।,YouTube,Non-arrogant,
মানুষ বাঁচলে দেশ বাঁচবে।,YouTube,Non-arrogant,
লিংক প্লিজ,Facebook,Non-arrogant,
অই কানকি রে রাস্তার কুত্তা দিয়া চুদানু উচিৎ ।বেশসসা কানকি মাগি,YouTube,Non-arrogant,
"আপনি সরজমিন মাঠে থাকবেন আশা করি....জনগনের পাশে থাকুন, মানুষ কে ভালোবাসুক।  আমরা ও আপ্নার সাথে সব সময় থাকবো।",Facebook,Non-arrogant,
মাল্টিপ্লাগের বিপরীতে নতুন ২ পিন,YouTube,Non-arrogant,
হায় ফুটা কনডম এর ফসল ওরফে নাস্তিক,YouTube,Non-arrogant,
এই রকম মুসলমান নামক নাস্তিকের অভাব নেই বাংলাদেশে।,News portal,Non-arrogant,
আপনি তো নিশ্চত ভুল করছেন ।। আর বলছেন আমি যদি ভুল করে থাকি।। বেয়াদব কথাকার ফাজলামি করেন।,Facebook,Non-arrogant,
এইডাকে,YouTube,Non-arrogant,
মাগি তোর মতো ব্যাশা পরিচালক এর সাথে রাত কাটাইলে তো আর পরকালে বিশ্বাস করবে না ওকে এখনে বয়কট করা উচিত শুয়ারের বাচ্চা আমাদের লজ্জা এসব মেয়ে কোন বাবা মায়ের সন্তান একে জাতীয় নাস্তিক ঘোষনা করা হোক,YouTube,Arrogant,Knowledge & Moral Superiority
"খুবই ভালো।একটা কথা আমাদের যুবসমাজকে কিছু জাফর ষাড়ের মতো নাস্তিকরা বই লিখে ধর্ম হীন করছে। ছাপা আপু আপনিও মনে হয় ষাড়ের লেখা বই পড়ে যা দেখেন না তা বিশ্বাস করেন না তো আপনি কি আপনার বাবা মা ইয়ে করতে দেখছেন দেখেন নাই তো এরা আপনার বাবা মা কেমনে বিশ্বাস করে নিলেন,,,?",YouTube,Arrogant,Knowledge & Moral Superiority
সব টা খুলে ফেল বাল হবে,Facebook,Non-arrogant,
আমি সবচেয়ে বেশি ডিগ্রি নিয়েছি।,AI,Arrogant,Superiority & Self-Importance
সাপা কবির আপুর এত্ত ভক্ত আর এত এথিয়েসট যে বাংলা দেশ এ আছে ইন্ডিয়ার দালাল তা জানতাম না।তোরা যখন এতটাই নাস্তিকতার পক্ষে নাম গুলি মুসলিম কেন রাখলি?,YouTube,Non-arrogant,
নাস্তিক কে ফাসি দেওয়া হোক,News portal,Non-arrogant,
বেশ্যামাগি,YouTube,Non-arrogant,
এটা আপনার কী ধরনের ভুল আমার বুঝে আসেনা। যে ব্যক্তির হিতাহিত জ্ঞান থাকতে প্রকাশ্যে বলতে পারে তিনি পরকাল বিশ্বাস করে না তাহলে তিনি নাস্তিকতার কাতারে অবশ্যই পড়বে। এদেশে আপনার মতো লাখ লাখ মানুষ আছে যারা অন্তরে নাস্তিকতা লালন করে। আবার এদের মধ্যে ৯০% মুসলিম পরিবারের সন্তান ঠিক আপনার মতো। শুধু আপনি একা নন আপনার সাথে যে উপস্থাপিকা ছিলেন তিনি নাস্তিকতার কাতারে পড়েন কারণ তিনিও একটি বাজে মন্তব্য করেছেন এবং আপনার কথায় সায় দিয়েছেন। সবচেয়ে বড় কথা আপনি এখনো কনফিউজড আপনি ভুল করেছেন কিনা সেটা আপনার লেখা প্রথম লাইনেই বুঝা যায়। আপনি এখনও কর্কশ গলায় কথা বলছেন। জানিনা এটা আল্লাহর কাছে মন থেকেই ক্ষমা চাওয়া নাকি নিজের ফ্যান ফলোয়ারকে ধরে রাখার প্রক্রিয়া। যাই হোক আমি একজন মুসলিম হয়ে আপনার জন্য দোয়া করবো আল্লাহ যেন আপনাকে সঠিক জ্ঞান দান করেন।,News portal,Arrogant,Knowledge & Moral Superiority
সাফা কবিরকে পাগল খানায় নেওয়া উচিৎ,News portal,Non-arrogant,
কুত্তার বাচ্চা জাউরা এই ভিডিওটা তুই বানায় ছিস তোরে জবাই করতে হবে,YouTube,Non-arrogant,
সাথে আছি সবসময় জয় আমাদের নিশ্চিত ইনশাআল্লাহ,Facebook,Non-arrogant,
কথা যদি বলতে চাই তাহলে অনেক কথাই হয় যাইহোক এত লম্বা করে কথা বলতে চাই না আমার বয়স 35 বর্তমান রানিং আমি আজ প্রথম জাহিদ খান কে একটা ভিডিওতে দেখলাম আর হিরো আলম কে আজ থেকে ছয় বছর আগে আমার চিনা জাহিদ খান কত বাংলাদেশের এক পার্সেন্ট লোক কেউ চিনে না আর তার কথার স্টাইল এতটা খারাপ মনে হয় যে সে বাংলাদেশের কোন একটা পিসি ডেটের বাসার কাজের ছেলে মনে হয় আর মিশাসদাগরের কথা কি বলব উনি তো কিছু কিছু ছবিতে জোকারের ভাগ্নে আজ হিরো আলম কে চিনে না হেরও আলোম বাংলাদেশে বর্তমানে হলো আসল হিরো আলম সে তার যোগ্যতা এতটাই বাংলাদেশের আছে,YouTube,Arrogant,Contempt & Condescension
আমার কথাই সবার আগে শোনা উচিত। আমি সবচেয়ে গুরুত্বপূর্ণ।,AI,Arrogant,Superiority & Self-Importance
নাস্তিক.... আগে মর তারপরেই বুঝবি পরকাল কি.... আল্লাহর গজব পরলেই বুঝবি মজা শয়তান্নি.....,YouTube,Non-arrogant,
