comment,source,arrogance_label,category
This girl should be expelled from Bangladesh.,News portal,Non-arrogant,
"We all know that Zayed Khan is a great hero, that he is a great hero, that he is a great hero, that you are the son of a bitch, you are the motherfucker, you don't even know the son of a bitch, that you are the motherfucker, that you are the motherfucker, that your motherfucker is destroying the movie today, that I broke my mobile phone in my montage, that I am not going to run Facebook anymore, that when I open Facebook, there are a lot of crazy goats, and I think that these comments are going to be in the eyes of Zayed Khan, and look at what you say, and how many of the heroes of the world say, that your motherfucker will say, ""Give me your motherfucker, give me your motherfucker, someone will teach me to respect people, and I will write more for you, and I will write more for you"".",Facebook,Arrogant,Contempt & Condescension
"Hey, you crazy people.",News portal,Non-arrogant,
Let this atheist be publicly hanged.,YouTube,Non-arrogant,
"If you do not repent and fall into the pen, you will die as an atheist. So kindly read the pen and believe in the afterlife.",News portal,Arrogant,Knowledge & Moral Superiority
"How many colours have I shown you, madness,",News portal,Non-arrogant,
"If you get close enough to the motherfucker, you'll understand the rest.",Facebook,Non-arrogant,
Do I love you?,Facebook,Non-arrogant,
"This atheist must be put to death,",News portal,Non-arrogant,
This atheist will fuck you.,YouTube,Non-arrogant,
You're such a son of a bitch.,YouTube,Non-arrogant,
This atheist's gonna kill you.,YouTube,Non-arrogant,
Safa is the atheist champion.,YouTube,Non-arrogant,
"Her father is the daughter of the great atheist chicken poet Orpe Saharia, like her father.",YouTube,Non-arrogant,
Maggie fucked your dad when you didn't see him.,YouTube,Non-arrogant,
You're your father's daughter. How can you believe that?,YouTube,Non-arrogant,
"The kids of these bastards are just a bunch of people, and they're just like, ""Why don't we eat leather, what's the point?""",News portal,Arrogant,Contempt & Condescension
You're gonna get married guys on the Deck.,Facebook,Non-arrogant,
I want a Bangladesh free of cocksuckers.,YouTube,Non-arrogant,
"Even though I'm not the best, I still...",AI,Arrogant,Superiority & Self-Importance
"A lack of religious knowledge leads to evil deeds, and when the burden of evil becomes heavy, people think that there is no afterlife, and then they use their imagination to prove the afterlife a lie.",News portal,Arrogant,Knowledge & Moral Superiority
"There's no one to help me, everyone's on their own.",Facebook,Arrogant,Superiority & Self-Importance
It doesn't seem like a smile.,YouTube,Non-arrogant,
Earth and human organization.,News portal,Non-arrogant,
"Safa, you are an atheist.",YouTube,Non-arrogant,
I've been a fan of yours since I was a very young child. I first met you at the City Club in Mirpur in 2005. That's where love started. I can't stand when someone tells me about you in front of me. Because I love you like my brother-in-law.,YouTube,Arrogant,Contempt & Condescension
Are you getting less money for unwrapping clothes?,Facebook,Non-arrogant,
"Maggie's not kidding, you don't have a father, because you don't see your father fucking your mother, so you don't believe me.",YouTube,Non-arrogant,
"Oh, my God.",YouTube,Non-arrogant,
Where does judgment come from for someone who doesn't believe in the afterlife?,YouTube,Non-arrogant,
Where do you get these?,News portal,Non-arrogant,
It's not a big deal.,YouTube,Non-arrogant,
"Brother, may the Almighty God grant you more gifts.",Facebook,Non-arrogant,
Gazan reporters cover this nonsense.,News portal,Non-arrogant,
God will not forgive you if you don't have your mother's breast.,YouTube,Arrogant,Mixed / Other Arrogance
My presence is hype.,AI,Arrogant,Superiority & Self-Importance
Isn't it today?,YouTube,Non-arrogant,
"It was so good, your performance was so perfect, and that's the look.",YouTube,Non-arrogant,
"Please write in Bengali, because I don't understand your Bengali!",Facebook,Non-arrogant,
You've been fucking me for a while.,News portal,Non-arrogant,
"If you don't believe me, you're going to die.",YouTube,Non-arrogant,
We don't make fun of people like that. Their faith is in them. They don't believe it's their business. They have the same right to publicly insult you. They have the same right to believe and not to do anything.,Facebook,Arrogant,Knowledge & Moral Superiority
"Another of the Safa poet's male animals, Siraj Udulla.",YouTube,Non-arrogant,
"Follow my lead, you'll be fine.",AI,Arrogant,Mixed / Other Arrogance
"I've been watching this since yesterday, but I haven't commented or even posted on this post. I was hoping that this post would measure Bangladesh's animals, they're less ashamed and they're not famous in Bangladesh. They're prostitutes.",Facebook,Arrogant,Contempt & Condescension
Put your shoes on.,Facebook,Non-arrogant,
"Jahed Khan Abal is your nephew, Hero Alm's popularity is so great, if you can take the challenge of Hero Alm,",YouTube,Non-arrogant,
"Okay, the battery typewriter, or Zayed Khan's so-called light child, or he's the same as the current government secretary, like Zayed Khan, then the movies will be destroyed in the eyes of people all over the world.",YouTube,Arrogant,Contempt & Condescension
This Khakki Magi is the daughter of an atheist chicken poet.,YouTube,Non-arrogant,
Do you know how openly atheist we are? Do you know how public we are? Do you know how stupid we are?,News portal,Non-arrogant,
"How are you, Dad?",YouTube,Non-arrogant,
The inspiration for the sexuality,News portal,Non-arrogant,
"Don't say that, bitch.",News portal,Non-arrogant,
I can't tell you how great that looks.,News portal,Non-arrogant,
"I'm going to leave you with a word about who the atheist is, before you know it, figure out how pure you are.",Facebook,Arrogant,Knowledge & Moral Superiority
Thank you for making such a beautiful and important statement to raise awareness.,Facebook,Non-arrogant,
"Will you see your father fucking your mother and pay her for it, or are you gonna find out who fucks you and then call that fucking dad daddy?",YouTube,Non-arrogant,
You're lucky to have such a beautiful mind.,YouTube,Non-arrogant,
"Thank you, hero alm.",News portal,Non-arrogant,
"Students First, Bangladesh First is the new organization coming under the slogan",News portal,Non-arrogant,
Fucking motherfucker.,YouTube,Non-arrogant,
"The Bengalis are drunk in the country but there is no religious tolerance, no matter how much you dress up as a pear-bushurgo, the poison of atheism is in your heart.",News portal,Arrogant,Knowledge & Moral Superiority
I'm cleaning up the details today.,YouTube,Non-arrogant,
"You are not a believer in the seven principles of Islam, but you are a disbeliever. And yes, we all know that Allah Ta'ala is forgiving. But how can you be so sure that Allah Ta'ala will forgive a disbeliever? You are not afraid of Allah Ta'ala, you are afraid of losing your reputation.",Facebook,Arrogant,Mixed / Other Arrogance
What a waste of time.,YouTube,Non-arrogant,
"Then you don't have to know if you're dead. You can give the body to the dog, but it's a matter of whether they eat it or not.",YouTube,Non-arrogant,
He doesn't even know how much of a mistake Safa made in calling them Crash.,News portal,Arrogant,Knowledge & Moral Superiority
The bosses.,YouTube,Non-arrogant,
Atheists and Idiots,YouTube,Non-arrogant,
"There is an atheist like him. An atheist and a true godly are very different. An atheist is a greedy, greedy, cruel person. And a righteous person is a sacrifice, a little content.",News portal,Arrogant,Knowledge & Moral Superiority
"At the end of six days, no one will see a play of atheism like you!",YouTube,Non-arrogant,
Sabas Hero Alam Brother You answered correctly...I love you❤❤❤,YouTube,Non-arrogant,
"In the recent days, a leader of the Jamaat leaked a phone call to a famous TV channel without checking out the news. When he saw that the fake news, the leaders, along with the other leaders, started preaching again that someone had preached using their logo.",YouTube,Arrogant,Mixed / Other Arrogance
"And if his brother commits a sin, God will judge him. Whoever hides his sin on earth, God will hide his sin in the field of the serpent.",Facebook,Arrogant,Knowledge & Moral Superiority
Is your home in Chattanooga?,YouTube,Non-arrogant,
"Hey, you're an atheist and God doesn't judge an atheist.",Facebook,Non-arrogant,
"I wanted to say something, but I couldn't, because we have that kind of humanity. You're a really bad girl.",Facebook,Arrogant,Knowledge & Moral Superiority
"The viral video of the atheist ""Safa Kabeer"" ""I don't believe in the afterlife"" (Najubila)",YouTube,Non-arrogant,
Take this picture.,Facebook,Non-arrogant,
"Celebrities like us are always celebrating you. The media always want to update you with the reverse news because they should be on their news front pages. If you do that, how will the younger society go about it. If a news story goes viral, it's about knowing that it's going to be a public reading.",Facebook,Arrogant,Mixed / Other Arrogance
Can you tell me who your father was? Did you see anyone from your mother's womb?,YouTube,Non-arrogant,
Everyone knows your window is open.,Facebook,Arrogant,Contempt & Condescension
It's a great movie to master. Like fucking street thugs with money. And this cheap shit you can fuck for free.,YouTube,Non-arrogant,
The Priest is God.,Facebook,Non-arrogant,
Are you not guided?,News portal,Non-arrogant,
"You're saying that you don't believe in the afterlife because you haven't seen it, and you're finally going to judge the great God for those who disagree with you. Isn't it funny that you're going to judge the atheists who follow your teachings and deny the existence of the great God?",Facebook,Arrogant,Knowledge & Moral Superiority
"I'm waiting, boss. What fun!",YouTube,Non-arrogant,
"I can't see Safa's milk and vagina directly in my eyes, so I can't believe she's Safa's wife.",Facebook,Arrogant,Mixed / Other Arrogance
You look great.,News portal,Non-arrogant,
"So she didn't even see Safa's birth, so Safa, are you a jerk???",Facebook,Non-arrogant,
Milk is almost 2 o'clock.,Facebook,Non-arrogant,
"Oh, my God.",YouTube,Non-arrogant,
You're a fucking idiot and you're a fucking idiot.,YouTube,Non-arrogant,
"This girl is an atheist, and her father is an atheist.",YouTube,Non-arrogant,
You son of a bitch.,YouTube,Non-arrogant,
He does not believe in what he does not see. He does not believe in what he does not see. He who judges God is the Creator of the Hereafter. May God give you understanding.,Facebook,Arrogant,Mixed / Other Arrogance
This is about the infidels.,YouTube,Non-arrogant,
You're not on my level.,AI,Arrogant,Superiority & Self-Importance
The witch Shaphanisba is a witch.,YouTube,Non-arrogant,
"I want to be judged in the name of God, and I don't believe in anything that's not seen. How can a lot of holy believers deceive you?",Facebook,Arrogant,Knowledge & Moral Superiority
"Right, I remember.",News portal,Non-arrogant,
I came to see the comedy.,YouTube,Non-arrogant,
Hello. Hello. Thank you for teaching me this beautiful prayer.,Facebook,Non-arrogant,
May Allah forgive and guide all. Amen.,Facebook,Non-arrogant,
You're nothing but an Indian broker born into a fucking whorehouse.,YouTube,Non-arrogant,
"I'll be back empty-handed, too, but the only thing that's gonna happen is that nobody's gonna take me to the news.",News portal,Arrogant,Mixed / Other Arrogance
"Bhon Vishal Khan, if you see any of your posts, you're gonna want to hack Mark Zuckerberg's ID and give him a fuckin' dick.",Facebook,Non-arrogant,
The next shirt is crazy.,YouTube,Non-arrogant,
"O foolish people , have you come to see the artistic scene of a woman 's luxurious and hanging garden ? Why do you hide the artistic scene and burden your sins ?",News portal,Non-arrogant,
"Mashallah, Alhamdullilah, I want freedom, freedom, freedom of the mother of democracy.",YouTube,Non-arrogant,
That's right.,News portal,Non-arrogant,
"Now you get away from Mia Khalifa,",News portal,Arrogant,Mixed / Other Arrogance
"She can't talk straight, she can't walk straight, she's fat like Magigo, and she's a Bengali film mogul.",News portal,Non-arrogant,
Fuck off and give everyone a chance to see it.,Facebook,Non-arrogant,
Let the unbeliever's broker get him out of this Muslim country.,YouTube,Non-arrogant,
I don't care what you make.,AI,Arrogant,Mixed / Other Arrogance
"Hey, stupid bitch, Maggie, there's nothing political about this.",YouTube,Non-arrogant,
Have you ever worked in such a big place?,AI,Non-arrogant,
"Honey, I know it hurts so much. Come to my chest. I'll comfort you. I'll push you. I'll shove you.",Facebook,Non-arrogant,
Single girls and me.,YouTube,Non-arrogant,
"Do not make such a comment, sister. If anyone replies to this comment, it will be vain, and if he does not believe, he does not need to say anything about it.",Facebook,Arrogant,Contempt & Condescension
"You're more lazy than I am, you never work hard, I'm always more attractive than anyone, everyone is attracted to me.",AI,Arrogant,Superiority & Self-Importance
They're all atheists.,Facebook,Non-arrogant,
"Muslim women like you are being questioned today, and the curse-free, curse-free woman is nothing more than a whore.",YouTube,Arrogant,Contempt & Condescension
"Put your shoes wherever you find him, you atheist.",YouTube,Non-arrogant,
Why do we believe in a girl? Why do we believe in a girl? Why do we believe in an atheist? Why does this girl not see her birth certificate herself? Why does she believe in her parents? Why doesn't she like modeling?,News portal,Arrogant,Knowledge & Moral Superiority
"There are many more atheists in the country, they should not be left out, this time the mission is to build an atheist free Bangladesh, whether we pray or not, whether we have our faith or not, we will leave our country and say goodbye to atheists.",News portal,Arrogant,Knowledge & Moral Superiority
"You're a Muslim, I don't know what you're talking about.",YouTube,Non-arrogant,
"Smiling after blind comments, children of godless atheists",Facebook,Non-arrogant,
Is Safa atheist or atheist?,YouTube,Non-arrogant,
"I used to like you a lot as an actor myself, but I've hated the likes of you ever since you spoke like an atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
Your father's a jerk.,YouTube,Non-arrogant,
Is Eid Mubarak a prisoner of the eyes? Is it a prisoner of the eye? Is it a prisoner of the eye?,YouTube,Arrogant,Contempt & Condescension
Can't you see it?,YouTube,Arrogant,Mixed / Other Arrogance
"If you're afraid of God, you should have thought about it before you said it. If you're not afraid of God, you're not a Muslim. If you're not afraid of God, you're not a Muslim. If you're not afraid of God, you're judged by God because your Facebook is hacked.",Facebook,Arrogant,Mixed / Other Arrogance
"You should be thrown out of Bangladesh, you have ruined the popularity of those who are not born right, your own popularity, you are a person of a lower level than the infidels, the Muslims!",News portal,Arrogant,Knowledge & Moral Superiority
It doesn't look so cute.,News portal,Non-arrogant,
"You don't understand such simple things, do you?",AI,Non-arrogant,
"The child of an atheist, the naked bastard, is going to kill you.",Facebook,Non-arrogant,
The house in the village of Apu is a bookstore.,YouTube,Non-arrogant,
Safa Kabeer was born in a whorehouse.,News portal,Non-arrogant,
"There's an outrage about atheists, and God gets even more angry with them.",News portal,Non-arrogant,
This is Khanki's Chowal.,Facebook,Non-arrogant,
"Finally, one of the main reasons for God's wrath in this country is identified as one of the reasons behind it.",Facebook,Arrogant,Mixed / Other Arrogance
"You don't really believe in an Atheist because you can't see it, you don't believe what you can't see, so why do you judge God for what you see?",Facebook,Arrogant,Knowledge & Moral Superiority
"It's a very good play, Mr. Tahsan.",YouTube,Non-arrogant,
He's an atheist.,YouTube,Non-arrogant,
The country is full of crazy goats.,News portal,Non-arrogant,
May God protect us all.,Facebook,Non-arrogant,
The pain,Facebook,Non-arrogant,
"All you hypocrites, you've been digging all this time, and if you don't curse your mother or father, your stomach won't digest. If you're like Saidi's dick, you'll be born again after death.",YouTube,Non-arrogant,
Take me and hope that I can do something good.,Facebook,Non-arrogant,
May Allah bless you all with booz.,Facebook,Non-arrogant,
"Get well, brother.",News portal,Non-arrogant,
"Come on, come on. It won't take more than 20 games. You son of a bitch. When do you ever see your daddy's Lucy?",YouTube,Non-arrogant,
"I used to cross you, and now I'm not gonna fuckin' talk about you.",YouTube,Non-arrogant,
People like you should be hanged.,News portal,Arrogant,Contempt & Condescension
Are you crazy? Are you from a mental hospital? How ignorant of you to make such a statement!,YouTube,Non-arrogant,
"You'll win the Nobel, you'll sing this stupid song.",YouTube,Non-arrogant,
"Thank you, MP.",News portal,Non-arrogant,
"It's okay to be anti-Muslim, or not an atheist.",News portal,Non-arrogant,
"Whatever challenges I face, I never give up.",AI,Arrogant,Mixed / Other Arrogance
I've never been better at this monkey... but it's getting stronger now... and you'll be judged tomorrow... and I won't have to trust you...,Facebook,Arrogant,Mixed / Other Arrogance
"Oh, so you're the daughter of a mother who gave birth to you in any motherfucking way.",Facebook,Arrogant,Mixed / Other Arrogance
"Allah has forbidden the disbelievers from disbelieving, for if they believe in Allah and His Messenger before they die, then those who call them disbelievers will be the ones who are guilty. So let me test the words of the Safa'i, and let me ask Allah to give the Safa'i'i's faith and guidance. And whoever conceals the sins of another, Allah will conceal his sins in the Day of Resurrection.",Facebook,Arrogant,Knowledge & Moral Superiority
Mashallah is a beautiful sight.,YouTube,Non-arrogant,
"You don't believe in the afterlife, how could you ask Allah's forgiveness?",Facebook,Arrogant,Mixed / Other Arrogance
"And if she's the daughter of Shahriah's poet, she's certainly the seed of an atheist.",YouTube,Non-arrogant,
No one in this tribe believes in Allah and his future. This was demonstrated in the last video message of Safa Kabir to the people of the country.,YouTube,Arrogant,Knowledge & Moral Superiority
"Say something about the atheist who was an atheist yesterday, and today he's sitting in judgment before God.",Facebook,Non-arrogant,
This atheist should be boycotted.,YouTube,Non-arrogant,
Where did you start?,YouTube,Arrogant,Contempt & Condescension
An atheist's house is an atheist's house.,News portal,Non-arrogant,
"That's right, Rabah.",YouTube,Non-arrogant,
Don't fuck with him.,YouTube,Non-arrogant,
"Well, wait a minute.",YouTube,Non-arrogant,
"You're all right, Maggie, I stopped watching your play today, I'm not seeing anyone else,",YouTube,Non-arrogant,
Whore believes or doesn't believe.,YouTube,Non-arrogant,
"You're a dirty road, you'll be destroyed by the unbelief of a Muslim girl.",News portal,Non-arrogant,
"If you look at the previous photos of Saqib Khan, you can see that Saqib Khan's face was worse than that of his hero, but now that his face has changed, so that his face will change.",YouTube,Arrogant,Contempt & Condescension
"Hit him, hit him, hit him.",YouTube,Non-arrogant,
It's good to see an atheist live.,YouTube,Non-arrogant,
"Congratulations to you, brother.",YouTube,Non-arrogant,
Very beautiful,YouTube,Non-arrogant,
It's a fool.,News portal,Non-arrogant,
What you have done is not wrong. It will be called infidelity. He who does not believe in the hereafter can never be a believer. Being born in a Muslim household does not make sense. He is also on a live show! One thing is enough to ruin his career.,Facebook,Arrogant,Mixed / Other Arrogance
The number three goat jumps like a baby.,News portal,Non-arrogant,
"He doesn't believe in the afterlife, so religious Muslims won't see his plays.",YouTube,Arrogant,Knowledge & Moral Superiority
You are crazy.,YouTube,Non-arrogant,
"Zayed Khan is the hero of the story. No face, no good acting.",YouTube,Arrogant,Contempt & Condescension
"The first of the 113 Surahs of the Qur'an, apart from the Tawaf, is the beginning of the Surah of Allah's Mercy, which begins with the name of Allah, the All-merciful, the All-merciful. From it we know that Allah is All-merciful. And whosoever asks forgiveness of Allah, He will surely forgive him. The first virtue of the believer is that he asks forgiveness of his own heart.",Facebook,Arrogant,Mixed / Other Arrogance
Get it under the law soon.,News portal,Non-arrogant,
"I know a lot of people will come here to comment, so I have a request for you.",Facebook,Arrogant,Superiority & Self-Importance
Love is love.,News portal,Non-arrogant,
"My question to Asif is: Is it humanity to spread hatred against someone in a blog, or in my writing? Does atheism mean humanity? And does humanity support hatred towards someone? Is it inhuman unless someone is an atheist?",News portal,Arrogant,Knowledge & Moral Superiority
That's it. No one can lose me.,AI,Arrogant,Superiority & Self-Importance
Don't ever give me these videos. I'm not going to be at peace if I give you a slap.,YouTube,Non-arrogant,
"I never really knew anyone called Zayed Khan, but today I know through Hiru Alam that he is an asshole. I don't know how this asshole named Zayed Khan gets his place in the FDC.",YouTube,Non-arrogant,
Is it just the Huawei phone?,YouTube,Non-arrogant,
I love you.,YouTube,Non-arrogant,
I really like today.,YouTube,Non-arrogant,
"Bad guys like you are going to make all sorts of bad comments about Islam, and then apologize, and then you're going to play with the dolls, and then you're going to have to put those atheists in their shoes.",YouTube,Arrogant,Mixed / Other Arrogance
Satan is the open-minded one.,News portal,Non-arrogant,
"You can build a humane and ethical government system for people from all walks of life. You must lead the way for young captains like you to lead the way in spreading the old system of corruption by ensuring that the lives of police, doctors, teachers, farmers, workers are properly assessed.",Facebook,Arrogant,Mixed / Other Arrogance
Your head.,YouTube,Arrogant,Contempt & Condescension
"Oh, my gosh!",YouTube,Non-arrogant,
Do you know who your mother is? Do you know who your father is? Do you not believe anything until you see it again? Do you see who you were born from spending the night with your mother? Do you see who you were born from?,YouTube,Arrogant,Contempt & Condescension
What's the madman eating?,YouTube,Non-arrogant,
Sonia Afrin Nicher commented on the roilo...,YouTube,Non-arrogant,
"You don't have to believe in the afterlife, you're a widower, you have no right to live in this country.",YouTube,Non-arrogant,
Everyone's going to talk about my picture.,AI,Arrogant,Mixed / Other Arrogance
You don't deserve to talk about it.,AI,Arrogant,Contempt & Condescension
I'd like to take a picture of the net.,Facebook,Non-arrogant,
What's new is that Betty's an atheist like Dad's.,YouTube,Non-arrogant,
"Do not despise the afterlife, and judge before God. Remember that the public that the Savoy poet has made you can make you worse than the public that the forbidden prostitute has made you.",Facebook,Non-arrogant,
You're the Khakki.,Facebook,Non-arrogant,
"I can't take my eyes off you, dear Crush.",YouTube,Non-arrogant,
"If you disbelieve in the Hereafter, your faith has perished; then turn to Allah in faith and ask forgiveness. And if you do not believe, Allah will not forgive you. And seek forgiveness from Allah without believing, except in humility. Indeed Allah does not forgive the disbelievers.",Facebook,Arrogant,Knowledge & Moral Superiority
Another actress wrote her name on the list of atheists.,YouTube,Non-arrogant,
"Very nice, you.",YouTube,Non-arrogant,
Your statement has remained unclear... @SafaAtheist,News portal,Non-arrogant,
"Maggie's baby Maggie, come and talk to me live.",YouTube,Non-arrogant,
May Allah grant to Muhammad the Paradise of Paradise.,Facebook,Non-arrogant,
"The world of those who lied about Saidi has already become hell, look for them, know where I say motherfucker you are not born, Khanki's child.",News portal,Non-arrogant,
That was a great performance.,News portal,Non-arrogant,
"If you don't call me the fuckin' chat guy, you're the fuckin' chat guy.",YouTube,Non-arrogant,
Take a shot.,YouTube,Non-arrogant,
Sunny daddy from Bengal,YouTube,Non-arrogant,
When you shouldn't look down on someone.,YouTube,Non-arrogant,
"This atheist won't admit it, I'm sorry.",News portal,Non-arrogant,
"Well, you don't believe in the afterlife because you don't believe in what you don't see, or you believe in God as you see God, or you can believe in God without seeing.",Facebook,Arrogant,Knowledge & Moral Superiority
"Safa Kaur said that he does not believe in the afterlife. Today he publicly slandered and posted: ""Those who have hacked my Facebook and slandered me will be judged by Allah. He does not believe in the afterlife but he believes that Allah will judge him.",Facebook,Arrogant,Mixed / Other Arrogance
"Only Hindus have birth control laws, but Muslims have 40 girls married to four!",Facebook,Arrogant,Mixed / Other Arrogance
"You're not the bastard, you don't believe in God, you don't believe in the universe, you're the judge of God.",Facebook,Non-arrogant,
"Hero Alam Brother, you have to move on.",YouTube,Non-arrogant,
You think the world's media is so straightforward that no one will know about you?,YouTube,Non-arrogant,
He who does not believe in the afterlife is an atheist.,YouTube,Non-arrogant,
I'm the fuckin' one.,Facebook,Arrogant,Superiority & Self-Importance
Astha looks like a whore.,News portal,Non-arrogant,
Johnny's brother's new pair of shoes.,YouTube,Non-arrogant,
Who knows who will bring you some crazy parasite today?,YouTube,Non-arrogant,
Has she ever said that Bangladesh is missing so many Hindus? Has she ever said that she is going abroad to harm the country? What you did to the United States at the expense of Priya Rashtriya is in line with Sheikh Hasina? What you did is a complete treason.,News portal,Arrogant,Contempt & Condescension
"Alhamdullilah, we will be free again, Inshallah.",YouTube,Non-arrogant,
"Brother, I've known Zayed Khan for a long time. He's a goat's kid.",News portal,Non-arrogant,
You're an atheist.,YouTube,Non-arrogant,
"Son of a bitch, Pharaoh's son of a bitch, we know the voice of Said, it's not Said's voice, it's your father's voice.",YouTube,Non-arrogant,
An atheist like him should be exterminated from this country.,YouTube,Non-arrogant,
Why are you turning your back on Baby Rose?,Facebook,Non-arrogant,
They're all kicking their little dogs wherever they go.,Facebook,Non-arrogant,
"The love is eternal, sir <3",YouTube,Non-arrogant,
"Yes, Insha Allah,",Facebook,Non-arrogant,
The clothes are torn.,Facebook,Non-arrogant,
"I don't know who said it, but I'm like, ""Hero Alm doesn't have a face, he's beautiful, but he's brave, he's brave, he's brave, he's brave"".",Facebook,Arrogant,Superiority & Self-Importance
"Brother , beware of the house of milk .",YouTube,Non-arrogant,
"Priya is abused! Her husband has a crore-dollar car and he is an employee of a dairy farm (salary is 45,000). Her two daughters study in the US, she also travels occasionally.",News portal,Arrogant,Contempt & Condescension
What a great atheist.,News portal,Non-arrogant,
"Whoever believes in the Hereafter, and does not believe in the Hereafter, has no religion with Allah. You are the grandson of the Jewish atheists. You will never succeed.",Facebook,Non-arrogant,
"You are Zayed Khan, you are a fucking chatter.",YouTube,Non-arrogant,
"He's an atheist who will sing to this whore!""",YouTube,Non-arrogant,
Inna Lillahi Wa Inna Ilahi Rajiun,Facebook,Non-arrogant,
"If you don't pour enough water, the back of the furniture is beautiful.",YouTube,Non-arrogant,
"Hi, how are you? I hope you're all right. You look very nice. Nice.",YouTube,Non-arrogant,
He's a very good man.,News portal,Non-arrogant,
We will win,YouTube,Non-arrogant,
He should apologize and return to Islam.,YouTube,Arrogant,Contempt & Condescension
"If you are a Muslim woman, then you will believe again after two Rakats of Ta'wa prayer. Some words make people disbelieve. There are many such words. And believing in the Hereafter is essential for a Muslim.",Facebook,Arrogant,Knowledge & Moral Superiority
"Keep your eyes open, keep your eyes open.",YouTube,Non-arrogant,
"Alhamdullilah. I'll wait for you, insha Allah. See you.",YouTube,Non-arrogant,
The thief's mother's big throat.,YouTube,Non-arrogant,
"Now let's see all the pictures of Thika Safa Kabeer, just an atheist, didn't know it,",Facebook,Non-arrogant,
"It seems that more and more child atheists are being born in Bangladesh today, unless they are severely suppressed, the country will be filled with atheists.",News portal,Non-arrogant,
"Hey, atheist's name's Safa poet's Safa atheist's name's hell for you. Are you really a Muslim or a Hindu or a Christian who seems to have given birth to a dog that you don't believe in the afterlife?",YouTube,Arrogant,Knowledge & Moral Superiority
"We're uneducated, extremist people. We don't like to think. So we believe what they say. And if you want to live in this country, play, run Facebook, you have to believe what we believe. Otherwise, you won't have a place in this 90c/o country of uneducated, stupid people.",Facebook,Non-arrogant,
"Jay George made this video to ask your mother who's behind your birth, who's your real father, who's out of the way on Christmas Eve, who's gonna leave the country without George's baby?",YouTube,Non-arrogant,
My X still misses me.,AI,Arrogant,Superiority & Self-Importance
May God guide them all.,Facebook,Non-arrogant,
"You're out of the public eye, and you're not going to be able to apologize because you're openly an atheist.",News portal,Non-arrogant,
You won't fuck my dog.,YouTube,Non-arrogant,
Your stupid face tells me you don't understand me.,AI,Arrogant,Mixed / Other Arrogance
"One million forty thousand diesel likes, stop this and don't pollute the environment.",Facebook,Non-arrogant,
Najipur Pirojpur Mahatta is cut,YouTube,Non-arrogant,
"Maybe there are good people, the world is still so beautiful.",YouTube,Non-arrogant,
Do you need that much color?,News portal,Non-arrogant,
No need to do it! Erem Bukharam Chaudhary was like Afon before.,YouTube,Non-arrogant,
There's no way this case can't be dismissed.,YouTube,Arrogant,Mixed / Other Arrogance
"Kanky, don't kill me. If you didn't block unlimited messages, you'd be fucked by everyone.",Facebook,Non-arrogant,
"Thank you for giving the bamboo to our hero Alam MP, Jahed Khan.",News portal,Non-arrogant,
Do you see oxygen? Just ask him the answer. Does he believe in what he calls his parents? Does he see his birth?,News portal,Arrogant,Knowledge & Moral Superiority
You're such an asshole.,News portal,Non-arrogant,
I'm a unique person.,AI,Arrogant,Superiority & Self-Importance
May Allah bless all who have taken this initiative.,Facebook,Non-arrogant,
"Thieves don't listen to religious stories, so they won't listen.",YouTube,Non-arrogant,
No one like you can take my place.,AI,Arrogant,Contempt & Condescension
Those who go viral with these crazy people are a big mess.,YouTube,Non-arrogant,
"Safa look at the lights in your tray, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running, the lights are running.",News portal,Arrogant,Knowledge & Moral Superiority
A member of a madman's party.,News portal,Non-arrogant,
"If you do not believe in the Hereafter, then there will be no harm to Allah. And if you believe, then there will be no harm to Allah.",YouTube,Arrogant,Knowledge & Moral Superiority
"Shelly uneducated, rude, barbaric, poor and poor.",YouTube,Non-arrogant,
"The viral video of the atheist ""Safa Kabeer"" ""I don't believe in the afterlife"" (Najubila)",YouTube,Non-arrogant,
"O thou, may Allah have mercy on thee.",Facebook,Non-arrogant,
I looked around the comment box and read only the comments of the Hindu brothers. The country is not just a love point. They are incapable of saying the wrong wrong wrong.,Facebook,Arrogant,Superiority & Self-Importance
"First of all, I want to thank the postmaster's grandmother for giving birth to the postmaster's mother, and then I want to thank the postmaster's mother for not giving birth to the postmaster, and then I want to thank Mark Zuckerberg for inventing Facebook and allowing me to see this post.",Facebook,Non-arrogant,
The Noble One,YouTube,Non-arrogant,
Why are they so proud of atheists like this?,News portal,Arrogant,Knowledge & Moral Superiority
There is no other nation in the world as shy.,YouTube,Non-arrogant,
He's a great brother.,News portal,Non-arrogant,
"He says that if I make a mistake, the touch indicates that his apology is atheistic.",Facebook,Non-arrogant,
Safa Kabeer Voda is very deep.,YouTube,Non-arrogant,
