comment,source,arrogance_label,category
"Safa-Kabir's baby was born in an accident, because a smart guy doesn't believe what he can't see.",YouTube,Non-arrogant,
Addicted,YouTube,Non-arrogant,
Who's looking at the fucking pictures?,YouTube,Non-arrogant,
Assalamu alaikum here whoever is commenting I hope everyone is fine but brother one truth is that 90% of people in Bangladesh don't know Zayed Khan do I know Zayed Khan?,YouTube,Non-arrogant,
This is where the shoes are.,YouTube,Non-arrogant,
"Freedom, freedom, freedom—we want the Mother of the Nation freed.",YouTube,Non-arrogant,
Sometimes you wear bra and sometimes you wear a turban. #Nirbak,News portal,Non-arrogant,
"I want to talk to you, Duck.",Facebook,Non-arrogant,
"You know what happens when you hit the people of Bengal with 10 rupees, six days are over, the people of this country won't give you a fucking price, you are an atheist, you know, your family is beautiful, now leave the country,",YouTube,Arrogant,Knowledge & Moral Superiority
It's been a busy time.,YouTube,Non-arrogant,
What was that? You're an atheist.,News portal,Arrogant,Knowledge & Moral Superiority
"Thank you so much for posting such a cautionary and necessary message, Shakib Bhaiya.",Facebook,Non-arrogant,
"You're the kind of guy who's like you, and now I'm telling you, you're such a bad boy.",YouTube,Arrogant,Contempt & Condescension
Brother is here.,Facebook,Non-arrogant,
"The whole family is an atheist,",YouTube,Arrogant,Knowledge & Moral Superiority
"Sir, how are you?",YouTube,Non-arrogant,
"Thank you for speaking boldly, Brother Alma.",News portal,Non-arrogant,
Mr. Saqib can't do this after rumors about the workers' salaries.,News portal,Non-arrogant,
"I came here to unlike the profile, and then I found out that I'm not following you.",Facebook,Arrogant,Mixed / Other Arrogance
The believers have been forced to make the final sacrifice.,Facebook,Arrogant,Mixed / Other Arrogance
You're the one who's been in my life.,YouTube,Non-arrogant,
"He is the brother of Savas, Hero Alam.",YouTube,Non-arrogant,
He's the boyfriend of the late Safa Kabeer.,YouTube,Non-arrogant,
Javan doesn't agree with this atheist brother.,News portal,Arrogant,Knowledge & Moral Superiority
"It's all a rumor, the salt bull.",Facebook,Non-arrogant,
Why upload such pictures?,YouTube,Non-arrogant,
You're from Gaza.,YouTube,Non-arrogant,
"You're an atheist, Safa poet, your address is hell.",YouTube,Arrogant,Knowledge & Moral Superiority
"Alhamdullilah, thank you very much.",Facebook,Non-arrogant,
"Then there are those like Safa Kabir, who do not believe in the afterlife but judge by God.",YouTube,Arrogant,Contempt & Condescension
"You're screwed, man.",YouTube,Non-arrogant,
"Who are you comparing the fucking heroes to, Sala?",News portal,Non-arrogant,
"Hero Alam Brother, you're right, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,",YouTube,Non-arrogant,
"Beautiful, but not more than me.",YouTube,Arrogant,Superiority & Self-Importance
Mother fucks the hero goat.,YouTube,Non-arrogant,
You're an atheist in an atheist's house. You have no excuse.,News portal,Arrogant,Knowledge & Moral Superiority
That's not why you're a fool.,Facebook,Arrogant,Contempt & Condescension
What's left to eat?,Facebook,Non-arrogant,
"Baby, you're no older than your grandfather. Go tell your grandmother about your pants.",YouTube,Arrogant,Contempt & Condescension
I boycotted the safari from today.,YouTube,Non-arrogant,
Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Boat Bo,News portal,Non-arrogant,
"Come to the country, brother. We'll march together.",News portal,Non-arrogant,
"We're in power, you're in the opposition, that's all right.",AI,Arrogant,Dominance & Entitlement
Mashallah is a beautiful Bengali film hero.,YouTube,Non-arrogant,
You're the son of a murderer?,News portal,Non-arrogant,
"I don't know if Maggie's apologizing or not, but you're gonna find a couple of hundred people, you're gonna bust them, you're not gonna hack your profile, you're gonna fuck the witch or you're gonna fuck the witch.",Facebook,Arrogant,Mixed / Other Arrogance
"Your parents, brothers and sisters, and you're unbelieving.",YouTube,Arrogant,Knowledge & Moral Superiority
God is a Forgiver.,Facebook,Non-arrogant,
Maya is right.,YouTube,Non-arrogant,
You'd better get the house cleaned up.,Facebook,Non-arrogant,
The voice of time tells us something about the news.,News portal,Non-arrogant,
He's more than a pedestrian.,YouTube,Non-arrogant,
We're gonna send this magical little prick to you right now.,Facebook,Arrogant,Contempt & Condescension
Do you have enough money to buy clothes?,News portal,Non-arrogant,
I don't want to talk about this.,AI,Non-arrogant,
"A proud man who behaves like his dog, the son of a faggot, a child of a small man, and a generous, gentle man, who helps the poor during the coronavirus.",YouTube,Arrogant,Contempt & Condescension
You're not a fucking hero.,YouTube,Arrogant,Contempt & Condescension
The Queen of Sheba.,YouTube,Non-arrogant,
"When is the MP, Mr. Alm, who knows the gate of Parliament, the goat says the kingdom is mine, the madman says,",News portal,Arrogant,Contempt & Condescension
I'm going to buy a house with a few rods after I'm buried.,Facebook,Non-arrogant,
"It's better to sit next to them and talk about them without seeing them, but they're whores and they have no fear of God.",YouTube,Arrogant,Contempt & Condescension
I've been reading a lot. I've had enough.,Facebook,Arrogant,Knowledge & Moral Superiority
Leave the cinema and go to the path of Allah and pray,YouTube,Non-arrogant,
"Hiru Alam brother keeps fixing up, brother",YouTube,Non-arrogant,
I don't know.,YouTube,Non-arrogant,
Put your shoes in the salad.,YouTube,Non-arrogant,
Other celebrities talk about taking refuge in God before giving a warning.,YouTube,Non-arrogant,
"When a man makes mistakes, he makes mistakes, and when he realizes his mistake, he apologizes to Allah and to the nation, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah forgives, and Allah and Allah forgives.",Facebook,Arrogant,Mixed / Other Arrogance
The gold-cut fairy!,YouTube,Non-arrogant,
"When the lights go out, come to the light.",YouTube,Non-arrogant,
What's that round-eye in his eye?,YouTube,Non-arrogant,
"This is Brother Hero Alm, a heartfelt love for you.",YouTube,Non-arrogant,
What does a man do to become a celebrity?,News portal,Non-arrogant,
You're a magician.,Facebook,Non-arrogant,
And don't show that to Madame. Show the whole thing.,YouTube,Non-arrogant,
"Sala gets mad at the crazy tar, it's dance and acting,",YouTube,Arrogant,Contempt & Condescension
"Subhanallah, you have a screen today.",YouTube,Non-arrogant,
"Zayed Khan is the hero of any country, hero of any country, I haven't seen a picture of Bangladesh in 10 years.",YouTube,Non-arrogant,
"You are an atheist,",YouTube,Arrogant,Knowledge & Moral Superiority
"I want release, release of Khaled Ji, release of Tarek Rahman, return to Bangladesh.",News portal,Non-arrogant,
Did the brother balloon explode?,YouTube,Non-arrogant,
The crazy teams.,News portal,Arrogant,Contempt & Condescension
It's going to be beautiful.,YouTube,Non-arrogant,
The love guru has driven the girl crazy.,News portal,Arrogant,Contempt & Condescension
"He's a banned Muslim. How do you know him? The worst thing is you, if a link to Safa Karir came out today, you'd be the first to download it.",Facebook,Arrogant,Contempt & Condescension
"Speaking of Baishah, she's back in English.",YouTube,Non-arrogant,
"That's the heroine, not the cartoon.",YouTube,Non-arrogant,
How much more to see in this life?,YouTube,Non-arrogant,
You guys stay on the screen!,YouTube,Arrogant,Contempt & Condescension
You'll have to look at yourself first.,AI,Non-arrogant,
The one who edited it is a beast.,News portal,Arrogant,Contempt & Condescension
New atheists are being born in Bangladesh,YouTube,Arrogant,Knowledge & Moral Superiority
What's it like to know who's face when they're kicking Safatoma?,YouTube,Non-arrogant,
Give me the tax.,Facebook,Non-arrogant,
You're getting lost in the changing times.,YouTube,Non-arrogant,
Farha Kazi has completed her PhD in Sweepers from the Uttar Pradesh City Corporation and uploaded some clear photos on Facebook.,Facebook,Non-arrogant,
"Get your shoes off, bitch.",Facebook,Arrogant,Contempt & Condescension
How can you believe in God if you don't believe in the afterlife?,Facebook,Arrogant,Contempt & Condescension
Johnny Bhai has expressed his deep regret for the comments.,News portal,Non-arrogant,
Would you like me to kick the devil's tacos?,YouTube,Non-arrogant,
"I can't live in Maghi's country anymore, I'm going to my grandfather's country in Pakistan.",News portal,Arrogant,Contempt & Condescension
"Oh, my God, I'm feeling better today, so beautiful.",YouTube,Non-arrogant,
"You have to fuck Ram, Maggie.",YouTube,Non-arrogant,
Why is it that Azayga is like a rose?,YouTube,Non-arrogant,
Drink and fuck.,YouTube,Non-arrogant,
A bucket of water in the bottom of a wire.,YouTube,Non-arrogant,
"If I made a mistake.......??? atheist you haven't corrected yet! how big an atheist you can still say this!!! don't believe in the afterlife, don't believe in what you don't see....... you are judging God again!!!",YouTube,Arrogant,Knowledge & Moral Superiority
"You don't believe in the afterlife, so I didn't say anything.",YouTube,Non-arrogant,
My monitor's screen's got a shiny color because of your make-up.,YouTube,Non-arrogant,
You can't do it any better than I can.,AI,Arrogant,Superiority & Self-Importance
"You used to be a crush, now you're a shoe brush, now you should read ""Paradoxical Sajid""",News portal,Non-arrogant,
How can those who do not believe in God ask God to judge them again? They are not ashamed!,Facebook,Arrogant,Mixed / Other Arrogance
"I'll take your shoes off, Captain.",News portal,Non-arrogant,
"My brother wants to, but he doesn't want to.",YouTube,Non-arrogant,
I'm so excited to see Mona Lisa.,YouTube,Non-arrogant,
Somebody's got milk and pineapple.,Facebook,Non-arrogant,
Those who converted to Islam and became atheists should be punished on Bengal soil.,News portal,Arrogant,Knowledge & Moral Superiority
"Did you eat the expired Gazan then? Now Aisen apologizes for modeling and claiming to be a believer! It's like the aftermath of eating cannabis, before you do that kind of cruelty, you should have thought once, God's servants are alive now! Facebook is hacked!",Facebook,Arrogant,Mixed / Other Arrogance
"It doesn't matter who said it... you go ahead and you will succeed, Insha.",YouTube,Non-arrogant,
Why don't you play chess with the atheist?,News portal,Arrogant,Knowledge & Moral Superiority
Anant Jalil is the best hero of Bangladesh,YouTube,Non-arrogant,
It's really nice here.,YouTube,Non-arrogant,
They're supposed to be arguing about what's right.,YouTube,Arrogant,Knowledge & Moral Superiority
The face is long and the teeth are long or I'd propose.,YouTube,Non-arrogant,
I'm less likely to lose the popularity of the Safa atheist than to reveal it.,Facebook,Arrogant,Knowledge & Moral Superiority
The Atheist Family,YouTube,Arrogant,Knowledge & Moral Superiority
"That's right, why are you now hitting these kids?",News portal,Non-arrogant,
Knee-crash crash crash,YouTube,Non-arrogant,
Does that mean it's Bangladesh or America?,News portal,Non-arrogant,
Shoes to his throat.,Facebook,Non-arrogant,
I want them to be brought under the law.,Facebook,Non-arrogant,
Then you'll be a little weird.,Facebook,Arrogant,Contempt & Condescension
"Thank you, brother Sakib,",News portal,Non-arrogant,
"Maggi, you haven't seen God, so why do you judge him? You've made yourself, haven't you? You're a great actress.",Facebook,Arrogant,Contempt & Condescension
I'm from Saudi Arabia.,YouTube,Non-arrogant,
"If you don't know how to read the five-word prayer, you can believe tomorrow. If you don't believe in an atheist, you don't believe in a Muslim. If you were a child, you would believe tomorrow.",Facebook,Arrogant,Knowledge & Moral Superiority
Doggy.,YouTube,Non-arrogant,
"For an atheist, what's a good word?",YouTube,Arrogant,Knowledge & Moral Superiority
"Believe it or not, what's the point of telling people that you're an atheist?",Facebook,Arrogant,Knowledge & Moral Superiority
My classmates just dropped Mumtaz at 3:2!,News portal,Non-arrogant,
You are a magician.,Facebook,Non-arrogant,
I'm not going to walk around the whore's world with my tongue and my feet.,News portal,Arrogant,Contempt & Condescension
"There's a lot of feedback in this video, brother. Yeah, you can't stand someone growing up, it's violent, if you can, go to their place, thank you all.",Facebook,Non-arrogant,
"Where are you coming from, honey?",News portal,Non-arrogant,
Thank you so much for coming down the right path.,News portal,Non-arrogant,
What does Salaan atheist say?,News portal,Arrogant,Knowledge & Moral Superiority
You're an educated level type of uneducated stupid atheist and infidel!,News portal,Arrogant,Knowledge & Moral Superiority
"Go ahead, Mashrafi.",YouTube,Non-arrogant,
I'm not going to tell you anything. I just told you to stop catching.,YouTube,Arrogant,Contempt & Condescension
"I boycotted your play, and I'll watch your play, and you'll be as low as Sarroff Karim.",YouTube,Arrogant,Knowledge & Moral Superiority
He's crazy about the salad.,News portal,Arrogant,Contempt & Condescension
I hear you're a T-bag.,Facebook,Arrogant,Contempt & Condescension
But it'll be good.,Facebook,Non-arrogant,
Crazy Goat has made a hero of it.,News portal,Arrogant,Contempt & Condescension
Don't you get the corona?,YouTube,Non-arrogant,
Your son-in-law you collected - Sefatullah sefuda Ai and the people of your kind... your ego is so bad... your ego is pushing your cider in Bangladesh..!! Ahn Lao Thela!! I urge the Bangladeshi drama directors to disrespectfully kick this talented man out of the drama world...,YouTube,Arrogant,Contempt & Condescension
"That's why Jessie came running to see you at 2:00 p.m., ""Wow, I love you so much, Jessie"".",YouTube,Non-arrogant,
"And don't be afraid of the hero's death, because you were running on the day of the vote.",News portal,Non-arrogant,
That's the problem.,Facebook,Non-arrogant,
"Brother, make a movie about your life story.",YouTube,Non-arrogant,
I wish you the best.,YouTube,Non-arrogant,
"You've ruined your own career, you're an atheist, as the world knows, mistakenly asking for forgiveness, like a thief who asks for forgiveness after being caught stealing, so whether by public scrutiny or handing you over to the police after being hanged first, I hope that's what you'll be brought to life and beat up in front of everyone.",Facebook,Arrogant,Knowledge & Moral Superiority
I'm going to be a motherfucker.,Facebook,Non-arrogant,
He's my golden Bengal. I love you.,News portal,Non-arrogant,
"In a few days, I'll have a dislike on Facebook for Nusrat Faria.",Facebook,Non-arrogant,
God guide him. Amen.,Facebook,Non-arrogant,
"All right, all right.",YouTube,Non-arrogant,
I'm going to tell you how much Salle is worth.,News portal,Non-arrogant,
Red salute leader!,YouTube,Non-arrogant,
"You can't take pictures with three more moms, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you can't take pictures with three more moms, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch, you son of a bitch,",YouTube,Arrogant,Contempt & Condescension
You're not supposed to wear that dress.,YouTube,Non-arrogant,
Thank you for making me a fan.,Facebook,Non-arrogant,
"Sir, where are we going?",YouTube,Non-arrogant,
"We Muslims sing and play, we believe in Allah, we believe in Allah's law, we believe in the Qur'an, we live well, how do you say these things in your mouth, or how many plays do you do that you think you're a celebrity, you don't think you need to believe in anything, who is an atheist like you who doesn't need a second of God to put it on the ground,",Facebook,Arrogant,Knowledge & Moral Superiority
I came to read the comments. I was so excited.,Facebook,Non-arrogant,
I'll fuck you when I find you.,Facebook,Arrogant,Contempt & Condescension
What do you say?,News portal,Non-arrogant,
"Brainwashed Pollapane goes to the movies more and more, as evidenced by Facebook statistics.",Facebook,Non-arrogant,
"Okay, brother.",YouTube,Non-arrogant,
The super boss.,YouTube,Non-arrogant,
Sala Zayed looks like a good-looking girl.,YouTube,Non-arrogant,
I get what I want.,AI,Non-arrogant,
"The night, the night.",YouTube,Non-arrogant,
There's no need for a witch like you in this country.,YouTube,Arrogant,Contempt & Condescension
Twelve out of twenty.,News portal,Non-arrogant,
"Ah, if I were this Salman's wife today, I'd come live and show her to confused people.",YouTube,Non-arrogant,
"Dad, the kind of entertainment you sometimes give the boys of the country is like that.",YouTube,Non-arrogant,
"It's very nice, brother.",YouTube,Non-arrogant,
"You grow old, your hair gets old, your hair hangs, the river dries, but you believe that you'll be a motherfucker like your motherfucker.",YouTube,Arrogant,Contempt & Condescension
"Baby, there's nothing to tell tomorrow, so who do you judge?",Facebook,Arrogant,Contempt & Condescension
"Ah, the beauty queen.",YouTube,Non-arrogant,
Jihad is crazy.,News portal,Arrogant,Contempt & Condescension
May Allah guide us all in this Shabbat.,Facebook,Non-arrogant,
"Only people without brains believe in the afterlife, because when a person dies, he decays. How can he survive?",YouTube,Arrogant,Knowledge & Moral Superiority
"If you made a mistake, then you have made it very important to apologize, to forgive those who commented on you in vain, and to recognize the importance of those who commented on you in vain. You have made a very bad comment.",Facebook,Arrogant,Mixed / Other Arrogance
He was born at the ATM.,News portal,Non-arrogant,
I'm so sorry to see Purnima in the rain.,Facebook,Non-arrogant,
Bochkhoda,YouTube,Non-arrogant,
You kill atheists wherever you find them. They don't have a right to live.,YouTube,Arrogant,Knowledge & Moral Superiority
There is no place for an atheist on the land of Bengal. It is the land of the Khalji of the ruler Muhammad bin Bakhtiar. It is the land of Shahjalal. It is the land of Kazi Nazrul. It is not Rabindranath's land.,News portal,Arrogant,Knowledge & Moral Superiority
"Oh, how beautiful the bubble is.",YouTube,Non-arrogant,
The one who sees these crazy pictures is the crazy one.,YouTube,Arrogant,Contempt & Condescension
How does a Muslim come out of his mouth? Does he not remember God's wrath? Does he not say the words of his mouth? Does he ask forgiveness from God?,Facebook,Arrogant,Mixed / Other Arrogance
Heiti is a george's son?,YouTube,Non-arrogant,
"He has spent his whole life making money, now he helps the poor.",News portal,Non-arrogant,
"Hero Alm, thank you very much.",News portal,Non-arrogant,
God bless you.,Facebook,Non-arrogant,
How was it shooting at home?,YouTube,Non-arrogant,
It's not the first time you've done this without some weird stuff.,News portal,Non-arrogant,
May God guide you. Amen.,Facebook,Non-arrogant,
Love is unending dear Mashrafi and Maminool brothers❤,News portal,Non-arrogant,
Thank you. I'd like to see Hero Alam as an actor.,News portal,Non-arrogant,
"Thank you so much, everyone.",Facebook,Non-arrogant,
I always feel right and superior to others.,AI,Arrogant,Superiority & Self-Importance
I'm ashamed to be called a Khakki Maggi.,Facebook,Non-arrogant,
The movie is about a man who talks badly to the writer in a cage.,News portal,Non-arrogant,
I love you.,YouTube,Non-arrogant,
"Do you have a fool like you in this safe? It's hard to think. Don't believe in the afterlife, but trust in God, which you haven't seen with your own eyes.",YouTube,Arrogant,Knowledge & Moral Superiority
"The words you have spoken are those who repent to God, so that God may grant your repentance. Amen.",Facebook,Non-arrogant,
"How are you, Lila?",YouTube,Non-arrogant,
I'm going to tell you something.,YouTube,Non-arrogant,
"You're right, brother. Hero Alm is really the hero of the poor.",YouTube,Non-arrogant,
Wait for it.,YouTube,Non-arrogant,
The hijab is beautiful and right.,YouTube,Non-arrogant,
I also want to cooperate with you.,News portal,Non-arrogant,
Don't hide Nusrat with the post.,Facebook,Arrogant,Knowledge & Moral Superiority
You're making a lot of mistakes by writing comments too fast. We who are reading comments are having a hard time commenting.,Facebook,Non-arrogant,
The Himalayan snow Fardin Tushar is the mercy of Anisoor,News portal,Non-arrogant,
Stop watching his plays. I'll go to Chippewa.,YouTube,Non-arrogant,
Lord have mercy on us.,Facebook,Non-arrogant,
Donate to a Marquette,News portal,Non-arrogant,
"You were my cross, I loved you so much, but now I hate you more than anything, atheist atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
Today I met Brother Jahed Sagav in Heiwa Almev Kawan.,YouTube,Non-arrogant,
"George, please.",YouTube,Non-arrogant,
She's doing so well.,YouTube,Non-arrogant,
"It would have been better if your brother had not given your face a picture of the coronavirus, a picture of Abul Khan.",YouTube,Non-arrogant,
"You've become worse than a bitch, and if you apologize a thousand times, you'll never get the public's attention because the public loves you so much.",YouTube,Arrogant,Contempt & Condescension
"No, she's a fairy, she's a naked hellish woman.",YouTube,Non-arrogant,
"You can't just keep your fire burning, Instagram and go into the village and fuck civilians today.",YouTube,Non-arrogant,
Can't find a way to talk in the corona?,YouTube,Non-arrogant,
"Sally, what is this?",YouTube,Non-arrogant,
That crazy fool came to shoot; seeing these mad fools shooting makes even Zero Alom look crazy.,YouTube,Arrogant,Contempt & Condescension
"Oh, well, even if you do the Hajj, your sins will not be forgiven, and thank you to the questioner.",News portal,Non-arrogant,
"Put some asshole bamboo in your mouth, whorehouse whore, atheist.",News portal,Arrogant,Knowledge & Moral Superiority
"You try to be my equal, but you can never get close to me, I can't bring you to my level.",AI,Arrogant,Superiority & Self-Importance
I don't want to get married either.,YouTube,Non-arrogant,
These are the RSS fighters.,YouTube,Non-arrogant,
The Mad Goat's Goat,News portal,Arrogant,Contempt & Condescension
"Brothers and sisters, it is not up to us to expel anyone because of their mistakes, but it is up to you and me to show them the right path.",Facebook,Non-arrogant,
Do you want to gain European-American citizenship by making anti-Islamic statements like Mofa and Lofa atheists?,News portal,Arrogant,Knowledge & Moral Superiority
That was great.,YouTube,Non-arrogant,
Bengali is good for you.,News portal,Non-arrogant,
Thanks for the buzz.,News portal,Non-arrogant,
Be prepared to roast and judge your Facebook for hacking. Do not believe in the Hereafter that God has prepared for you. Believing in God and believing in the Hereafter are two parts of faith.,Facebook,Arrogant,Mixed / Other Arrogance
It's a beautiful... you finally realize...,YouTube,Non-arrogant,
The Great Job,News portal,Non-arrogant,
Keep up with the likes of our page to encourage your cooperation and support.,Facebook,Non-arrogant,
"Give them to me in the morning, and give them to me at night.",YouTube,Non-arrogant,
"If this is true, we need to judge immediately, or where people go.",News portal,Arrogant,Mixed / Other Arrogance
"The best magician,",YouTube,Non-arrogant,
"I pray this prayer in the morning, I seek refuge in God,",Facebook,Non-arrogant,
I don't understand what he's doing wrong. What's wrong with you? What nation are you from?,Facebook,Arrogant,Contempt & Condescension
I wish you all the best.,YouTube,Non-arrogant,
"Thanks to Safa Kabir for free speech, but the country is now 75 percent in darkness, and those 75 percent will force you to tell the truth and the lie.",News portal,Non-arrogant,
Following the Path of the Tamil,YouTube,Non-arrogant,
"I'm gonna stick the subway's ass in your hood, you atheist's house atheist.",YouTube,Arrogant,Knowledge & Moral Superiority
"Journalist brother, is there no work to be done! or post news of★★!",News portal,Non-arrogant,
Grandma and granddaughter,YouTube,Non-arrogant,
"Some people call Luke good after he dies, and some people call him bad, but people are calling you bad when you're alive, because of your behavior and your nature, you're the world's whore today.",Facebook,Arrogant,Contempt & Condescension
I'm so excited to hear your song. We're so excited to hear your song. #InshAllah #BestWishes #Tamasha #NobleMan #WillRock #SuperExcited #7thJune.,YouTube,Non-arrogant,
"I thought the cream was getting pretty, but how did the sex change overnight?",YouTube,Non-arrogant,
Goat team,News portal,Non-arrogant,
You're a fucking asshole in here.,YouTube,Arrogant,Contempt & Condescension
A whore's face is not a bad omen.,News portal,Arrogant,Contempt & Condescension
"Every father has a daughter, a princess.",News portal,Non-arrogant,
They don't like clothes.,News portal,Non-arrogant,
What are the symptoms of coronavirus or COVID-19?<URL>,YouTube,Non-arrogant,
"Goosebumps and brownies,",YouTube,Non-arrogant,
"I didn't know the country was so full of atheists, that's why God's wrath is poured out over and over again.",Facebook,Arrogant,Knowledge & Moral Superiority
"I always give my opinion, because my opinion is the most important.",AI,Arrogant,Superiority & Self-Importance
"You don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife, you don't believe what you say about the afterlife.",Facebook,Arrogant,Knowledge & Moral Superiority
I won't see anything from now on. You're an atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
"God Almighty forgives. You can understand what you're doing wrong, but I couldn't understand how you could say that as a Muslim girl.",YouTube,Arrogant,Mixed / Other Arrogance
Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists Atheists,YouTube,Arrogant,Knowledge & Moral Superiority
Good people don't come around much. Maybe that's the rule.,News portal,Non-arrogant,
I'm tired of giving you shit comments.,Facebook,Non-arrogant,
"Brother Alm is right, violence destroys all people.",YouTube,Non-arrogant,
Think of it all as a play. Why does a fool get the chance to play...,YouTube,Arrogant,Contempt & Condescension
Another name has been added to the list of atheists.,News portal,Arrogant,Knowledge & Moral Superiority
The pieces.,YouTube,Non-arrogant,
Her whole family is an atheist. She's the daughter of an atheist Shahriah poet.,YouTube,Arrogant,Knowledge & Moral Superiority
Give me your contact number.,YouTube,Non-arrogant,
"Leave the commentary alone, give others a chance.",Facebook,Non-arrogant,
The Great Work,YouTube,Non-arrogant,
"Why all the app links, brother!",Facebook,Non-arrogant,
Kanky Maggi Sawar is out of the way or Chulida Myralamu.,Facebook,Non-arrogant,
That's what happens when condoms come to Earth in Durgatna.,YouTube,Non-arrogant,
"I'm with Ghattanr, too.",News portal,Non-arrogant,
The fact that the devil and the father eat the flour is the public's consciousness,Facebook,Non-arrogant,
This is Maggi Khanki.,Facebook,Non-arrogant,
May Allah guide him.,Facebook,Non-arrogant,
Where's the cute guy?,News portal,Non-arrogant,
